group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
251,iss_0007485,https://www.judiciary.uk/prevention-of-future-death-reports/elsie-leaver-prevention-of-future-deaths-report/,2023-04-26,Clinicians at SGH failed to take a reasonable psychiatric history during clerking.,Failure to obtain a thorough psychiatric history during clinical assessment.,Clinical assessment error,0.955581545829773,3
252,iss_0016229,https://www.judiciary.uk/prevention-of-future-death-reports/dorothy-breislin/,2017-12-04,The required actions outlined in the Action Plan have not been implemented.,Failure to implement required actions from the action plan.,Non-compliance with plans,0.9793462753295898,1
252,iss_0001749,https://www.judiciary.uk/prevention-of-future-death-reports/louise-crane-1-prevention-of-future-deaths-report/,2025-06-23,The Trust failed to implement or approve essential actions within its own identified action plan.,Failure to implement or approve essential actions within an identified action plan.,Governance failure,0.969464898109436,2
252,iss_0003819,https://www.judiciary.uk/prevention-of-future-death-reports/gordon-long-prevention-of-future-deaths-report/,2024-09-19,The Trust failed to demonstrate effective implementation of the agreed action plan.,Failure to demonstrate effective implementation of an agreed action plan.,Implementation failure,0.9686346650123596,3
253,iss_0008102,https://www.judiciary.uk/prevention-of-future-death-reports/tina-allen-prevention-of-future-deaths-report/,2022-12-05,Carers failed to adhere to the prescribed soft and mashed food diet.,Failure to adhere to prescribed dietary requirements.,Care delivery failure,0.9902112483978271,1
253,iss_0001779,https://www.judiciary.uk/prevention-of-future-death-reports/edward-cassin-prevention-of-future-deaths-report/,2025-06-18,Dietary restrictions regarding prohibited foods were not adhered to.,Failure to adhere to dietary restrictions.,Dietary non-compliance,0.9808200597763062,2
253,iss_0007718,https://www.judiciary.uk/prevention-of-future-death-reports/peter-seaby-prevention-of-future-deaths-report/,2023-02-27,Staff failed to adhere to the required SALT dietary and supervision requirements.,Failure to adhere to required dietary and supervision requirements.,Compliance failure,0.9670702815055847,3
254,iss_0022554,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-godfrey/,2014-03-31,Clinical observations of the patient were not appropriately recorded in the clinical records.,Clinical observations were not appropriately recorded in patient records.,Incomplete clinical documentation,0.9791721105575562,1
254,iss_0010486,https://www.judiciary.uk/prevention-of-future-death-reports/johanna-moreland/,2021-07-11,Required levels of observations were not recorded in the medical records due to miscommunication.,Required clinical observations were not recorded in medical records.,Documentation failure,0.9709734916687012,2
254,iss_0001795,https://www.judiciary.uk/prevention-of-future-death-reports/upali-meththananda-prevention-of-future-deaths-report/,2025-06-17,Clinical notes failed to record key events and observations taken prior to the patient's collapse.,Clinical documentation failed to record significant patient events and observations.,Incomplete clinical documentation,0.9548648595809937,3
255,iss_0001819,https://www.judiciary.uk/prevention-of-future-death-reports/valerie-hill-2-prevention-of-future-deaths-report/,2025-06-13,Inadequate risk assessments and referrals at the care home prevented appropriate fall prevention precautions.,Inadequate risk assessments and referrals prevented appropriate fall prevention measures.,Inadequate clinical oversight,0.9850926995277405,1
255,iss_0001810,https://www.judiciary.uk/prevention-of-future-death-reports/valerie-hill-1-prevention-of-future-deaths-report/,2025-06-13,Inadequate risk assessments and referrals at the care home prevented appropriate precautions to mitigate falls.,Inadequate risk assessments and referrals prevented appropriate fall mitigation measures.,Inadequate risk management,0.9814568758010864,2
255,iss_0016317,https://www.judiciary.uk/prevention-of-future-death-reports/peter-king/,2017-11-20,Falls risk assessments and precautions to minimise fall risks were not properly documented.,Fall risk assessments and preventative measures were not adequately documented.,Documentation deficiency,0.9572521448135376,3
256,iss_0001874,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,Cannabinoid vape users may lack awareness of the risks posed by nitazene contamination.,Lack of awareness regarding risks from nitazene contamination in cannabinoid vapes.,Product safety awareness,0.9767850041389465,1
256,iss_0001872,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,The presence of nitazenes in cannabinoid vaping fluids is insufficiently recognised.,Insufficient recognition of nitazenes in cannabinoid vaping fluids.,Substance contamination,0.9753491878509521,2
256,iss_0001873,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,The risk of overdose from nitazene ingestion via vaping is significant due to unpredictable dosage.,Risk of overdose from unpredictable nitazene dosage via vaping.,Substance overdose risk,0.9657334089279175,3
257,iss_0018733,https://www.judiciary.uk/prevention-of-future-death-reports/rodney-blair/,2016-05-19,Healthcare staff failed to recognise or act upon the prisoner's history of antidepressant medication.,Failure to recognise or act upon a patient's medication history.,Clinical oversight,0.9780484437942505,1
257,iss_0001883,https://www.judiciary.uk/prevention-of-future-death-reports/edward-wilson-prevention-of-future-deaths-report/,2025-06-05,The paramedics failed to consider the patient's significant history of heart failure when administering salbutamol nebulisers.,Failure to consider patient medical history during medication administration.,Clinical oversight,0.9618289470672607,2
257,iss_0022568,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-walker/,2014-03-25,Details of the patient's previous diabetes medication regime were not sought promptly upon admission.,Failure to promptly obtain previous medication history upon patient admission.,Information gathering failure,0.961031973361969,3
258,iss_0002039,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-brown-prevention-of-future-deaths-report-2/,2025-05-23,Vendors are unaware that their contact details are being distributed by platforms promoting suicide methods.,Unauthorised distribution of vendor contact details by platforms promoting self-harm.,Data privacy breach,0.998710036277771,1
258,iss_0002049,https://www.judiciary.uk/prevention-of-future-death-reports/kelly-walsh-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their contact details are being distributed by platforms promoting suicide methods.,Unauthorised distribution of vendor contact details by platforms promoting self-harm.,Data privacy breach,0.998710036277771,2
258,iss_0002063,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-oreilly-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their contact details are being distributed by platforms promoting suicide methods.,Unauthorised distribution of vendor contact details by platforms promoting self-harm.,Data privacy breach,0.998710036277771,3
259,iss_0006177,https://www.judiciary.uk/prevention-of-future-death-reports/lauren-smith-prevention-of-future-deaths-report/,2023-11-15,West Midlands Ambulance Service failed to implement collective learning following a fatal incident.,Failure to implement collective learning following a fatal incident.,Learning failure,0.9720499515533447,1
259,iss_0002094,https://www.judiciary.uk/prevention-of-future-death-reports/wayne-brown-prevention-of-future-deaths-report/,2025-05-20,WMFS failed to identify opportunities to learn from the death through investigation.,Failure to identify learning opportunities from a fatal incident investigation.,Investigation failure,0.9632023572921753,2
259,iss_0013410,https://www.judiciary.uk/prevention-of-future-death-reports/nigel-abbott/,2019-07-31,Birmingham City Council has not effectively implemented organisational learning from the incident.,Failure to implement organisational learning from incidents.,Organisational learning failure,0.9592020511627197,3
260,iss_0009938,https://www.judiciary.uk/prevention-of-future-death-reports/mollie-dimmock-prevention-of-future-deaths-report/,2021-11-09,The parents were not informed of the risks of shoulder dystocia during the antenatal period.,Failure to disclose risks of shoulder dystocia during the antenatal period.,Informed consent failure,0.9810762405395508,1
260,iss_0002205,https://www.judiciary.uk/prevention-of-future-death-reports/jannat-abbker-prevention-of-future-deaths-report/,2025-04-25,Staff failed to recognise the risk of shoulder dystocia during the pregnancy.,Failure to recognise the risk of shoulder dystocia during pregnancy.,Clinical risk assessment,0.9659371376037598,2
260,iss_0010437,https://www.judiciary.uk/prevention-of-future-death-reports/vinnie-dodds-prevention-of-future-deaths-report/,2021-07-20,Counselling regarding shoulder dystocia risks may fail to include the rare risk of foetal death.,Inadequate disclosure of fetal death risks during shoulder dystocia counselling.,Informed consent failure,0.9622353315353394,3
